170	A water pipe burst in the basement of Supermart, a grocery store, flooding the basement and damaging cases of canned goods on the floor. The Plumbing contractor's workmen, in repairing the leak, knocked over several stacks of canned goods in cases, denting the cans. After settling its claims against the landlord for the water leak and against the plumbing contractor for the damage done by his workmen, Supermart put the goods on special sale. Four weeks later Dotty was shopping in Supermart. Several tables in the market were covered with assorted canned foods, all of which were dirty and dented. A sign on each of the tables read: "Damaged Cans-Half Price." Dotty was having Guest for dinner that evening and purchased two dented cans of tuna, packed by Canco, from one of the tables displaying the damaged cans. Before Guest arrived, Dotty prepared a tuna casserole which she and Guest ate. Both became ill and the medical testimony established that the illness was caused by the tuna's being unfit for consumption. The tuna consumed by Dotty and Guest came from the case that was at the top of one of the stacks knocked over by the workmen. The tuna in undamaged cans from the same Canco shipment was fit for consumption. If Dotty asserts a claim against Canco based on negligence, the doctrine of res ipsa loquitur is
171	At the request of local police, airport security officials made random searches of passenger luggage for contraband as it was being sent to the baggage claim area, although they did not have legal authority to search bags without a warrant. The searches were conducted so that there was no delay in the luggage being released to those claiming their bags. A traveler went to the baggage claim area but his luggage, which contained a number of valuables but no contraband, did not appear. It had been selected for a search but the X-ray machine had malfunctioned and security officers were having difficulty getting it unlocked to search it by hand. When the traveler inquired about the luggage, he was told that it was being inspected and that he would have to remain in the area if he wanted to claim it when it was released, and that its return could not be guaranteed if he was not around when it was released. About 30 minutes later, the luggage was returned to the traveler with an apology for the delay. The delay caused the traveler to miss his train to the city, so he had to pay for cab fare. Assuming there are no issues of governmental immunity, can the traveler bring an action against the airport security officials for false imprisonment?
172	The owner of a small fleet of taxicabs had his cabs serviced by a national chain of auto service centers. One of his cabs went through a stop sign when its brakes failed without warning. The ensuing collision seriously injured the passenger. An investigation revealed that brake repairs had been made on the cab a week before, but the service center's mechanic had used the wrong parts and had made numerous errors in reassembling the brakes. If the passenger sues the cab company owner for her injuries:
173	A paraplegic woman was sitting in her wheelchair in the park when a disheveled man approached her and grabbed her tightly by her hands and began to pray. The man claimed that he was a faith healer and that he could heal the woman so that she could walk again. In actuality, the man was an outpatient at a local hospital's mental health section. The woman brought a suit against the man for battery. At trial, the trier of fact determined that the man knew she had not consented to his grasping her hands, but that he truly believed that he had the ability to heal her. If the man asserts as a defense that he was mentally disabled, this defense is:
174	In a tort case involving personal injury, a hospital orderly is called to the stand. There is some dispute as to whether the plaintiff ever lost consciousness. The plaintiff's attorney wishes to have the orderly, who was working in the hospital emergency room when the plaintiff was brought in, testify that the plaintiff was unconscious at the time she entered the emergency room. Would such testimony be admissible over the defendant's objection?
175	Growers of potatoes in the state recently began spraying a pesticide onto their crops to prevent the spread of a pest that can destroy young potato plants. The pesticide is manufactured exclusively by one company at its plant. When the plant is producing the pesticide it emits a fine, sticky, harmless mist as a byproduct. The mist drifts over a plaintiff's property, which is adjacent to the company's plant. Although the company uses the best technology available, it is unable to prevent the release of the mist. The plaintiff brings suit against the company on the theory of private nuisance to enjoin the production of the pesticide at the company's plant. Which of the following facts, if established, will be most helpful to the company's defense?
176	A passenger on a cruise ship went to the ship's spa for a hot rock massage. A hostess had the passenger lie on her stomach and placed warm stones on her back. The hostess told the passenger that the ship's licensed masseuse would be in to begin her massage when the rocks cooled, in approximately half an hour. Only several minutes later, however, a man came into her room and began rubbing her back. Unbeknownst to the passenger, the man was not the masseuse but another passenger on the ship acting on a dare from his friends. The man continued to massage the passenger awkwardly for several minutes, at times pinching her back uncomfortably. When the passenger finally spoke up in protest, the man ran out of the room, laughing hysterically. The incident humiliated the passenger and caused her extreme distress. If the passenger sues the cruise ship for negligence, which of the following defenses would most likely show that the cruise ship is not liable?
177	A homeowner contracted for construction of a custom-built, elevated deck in his backyard. The deck's designer supervised the construction, which was carried out by several employees of a local building company. The homeowner was pleased with the appearance of the deck, but the first time he stepped on it, a support on one side of the deck gave way, causing the homeowner to fall and be injured. The homeowner brought an action joining the building company and the deck's designer as defendants, alleging negligence. In his complaint, he alleged that he does not know which of the defendants is responsible for the damages. Which of the following doctrines would be most helpful against the designer?
178	A suspect was arrested for a misdemeanor battery and was not provided Miranda warnings at that time. He was placed in a "holding pen" while waiting to post bond. Before he could do so, a detective in charge of investigating a string of burglaries noticed that the suspect matched the description of the serial burglar. The detective brought the suspect from the holding pen into a room specifically reserved for interrogation. The detective had the suspect take a seat next to the door, which the detective left open. The detective gave him Miranda warnings and then began questioning him about the burglaries. Caught by surprise that he was being questioned for the burglaries rather than the battery, the suspect signed the rights waiver and provided a statement confessing to the burglaries. On proper motion, should the suspect's statement be suppressed?
179	Plaza Hotel sued Plaza House Hotel for infringement of its trade name. To establish a likelihood of name confusion, Plaintiff Plaza Hotel offers a series of memoranda which it had asked its employees to prepare at the end of each day listing instances during the day in which telephone callers, cab drivers, customers, and others had confused the two names. The memoranda should be
180	A federal statute appropriated $7 million for a nationwide essay contest on "How the United States Can Best Stop Drug Abuse." The statute indicates that its purpose is to generate new, practical ideas for eliminating drug abuse in the United States. Contest rules set forth in the statute provide that winning essays are to be selected on the basis of the "originality, aptness, and feasibility of their ideas." The statute expressly authorizes a first prize of $1 million, 50 second prizes of $100,000 each, and 100 third prizes of $10,000 each. It also states that judges for the contest are to be appointed by the President of the United States with the advice and consent of the Senate, and that all residents of the United States who are not employees of the federal government are eligible to enter and win the contest. A provision of the statute authorizes any taxpayer of the United States to challenge its constitutionality. In a suit by a federal taxpayer to challenge the constitutionality of the statute, the court should
181	A mining company closed down operations at an isolated mine it owned and informed the electric company that electricity in the power poles that led to the mine should be cut off. However, the electric company, following its standard policy, left the power running in the line to deter thieves from stealing valuable transformers and cables. The mining company was unaware that the power was left on. A hitchhiker who was passing by the entrance to the mine saw that it was closed, so he went onto the property and climbed up a power pole to steal a transformer. He received an electric shock and fell from the pole, suffering serious injuries. If the hitchhiker sues the mining company, which of the following is the mining company's strongest defense?
182	In which of the following situations is Defendant most likely to be guilty of the crime charged?
183	Congress created the National Agency for Burglar Alarms ("NABA"), giving it the power to regulate both burglar alarm hardware and installation personnel. NABA adopted a regulation requiring that all burglar alarm installation companies be licensed, and providing that anyone installing an alarm without a license could be fined. The regulation also provided that any company in the installation business on the day the regulation was adopted automatically would receive a license, but to obtain a license thereafter, an applicant would have to show that he has worked as an installer at a licensed company for at least three years. A man who has been installing alarm systems for eight years sold his installation business a few months before the NABA regulation was adopted and went to work for the purchaser servicing his old accounts. A few months after the NABA regulation was adopted, a representative from a national department store chain approached the man with an offer to hire him as an independent contractor to revamp the chain's alarm systems. The man quit his job and applied for an NABA installer's license. His application was denied because he was not in business on the day the NABA regulation was adopted and had worked for a licensed installer for only a few months. The man decided to install the alarm systems anyway. Can the man properly be fined for installing alarms?
184	Dirk is on trial for the brutal murder of Villas. Dirk's first witness, Wesley, testified that in her opinion Dirk is a peaceful and nonviolent person. The prosecution does not crossexamine Wesley, who is then excused from further attendance. Which one of the following is INADMISSIBLE during the prosecution's rebuttal?
185	Landover, the owner in fee simple of Highacre, an apartment house property, entered into an enforceable written agreement with VanMeer to sell Highacre to VanMeer. The agreement provided that a good and marketable title was to be conveyed free and clear of all encumbrances. However, the agreement was silent as to the risk of fire prior to the closing, and there is no applicable statute in the state where the land is located. The premises were not insured. The day before the scheduled closing date, Highacre was wholly destroyed by fire. When VanMeer refused to close, Landover brought an action for specific performance. If Landover prevails, the most likely reason will be that
186	The State of Aurora requires licenses of persons "who are engaged in the trade of barbering." It will grant such licenses only to those who are graduates of barber schools located in Aurora, who have resided in the state for two years, and who are citizens of the United States. Assume that a resident of the state of Aurora was denied a license because she had been graduated from an out-of-state barber school. Her suit in federal court to enjoin denial of the license on this ground would be
187	To encourage her neighbor to continue pursuing her avocation of photography, an art patron promised to buy her first photographic work that wins a prize in a juried art show. To show that she was serious, the art patron gave her neighbor a contract to sign which stated that she agreed to buy and the neighbor agreed to sell the neighbor's first framed photograph that wins a ribbon (first, second, or third prize) in a juried art show, with payment due within 14 days of delivery. Price was not mentioned in the contract, which was enforceable in all other respects. Both parties signed the contract. Some months later, the neighbor won first prize for one of her photos set in an expensive frame. The parties made arrangements for the art patron to take possession of the piece. The neighbor insisted on a price of $1,200, pointing to the expensive frame and the prestige of the art show that awarded the prize. The art patron instead tendered $700, a good faith approximation of the value of the photo display, and sued when the neighbor refused to deliver it. If the neighbor defends on the ground that no price was fixed in the contract and the parties have been unable to agree on a price, the court should hold that:
188	A small business owner filed a treble damages civil antitrust suit against a large corporation. While the corporation's director of marketing was on the stand, the corporation's attorney produced a "synopsis of sales," a document generated by the corporation's marketing division. In response to an objection by the small business owner's attorney that the record was hearsay, the corporation's attorney contended that the document is admissible as a business record. The small business owner's attorney argued that the document was actually a self-serving writing concocted for the litigation rather than made in the ordinary course of business, and demanded a hearing to determine whether this qualifies as a business record. Which of the following is the most appropriate way for the issue to be decided?
189	A witness is called in a contract action between a plaintiff and a defendant. The witness takes his oath and testifies. During cross-examination, the defendant's attorney asked the witness this question: "Isn't it true that even though you took an oath to tell the truth so help you God, you are an atheist and don't even believe in God?" Upon the proper objection, will the judge require that the witness answer truthfulness.
190	A property owner owned a tract of commercial property that he conveyed in joint tenancy to his twin sons as a birthday present. Unfortunately, a few years after the conveyance, the property owner and his sons had a serious falling out over how to run the family business. The property owner no longer wished the sons to control valuable commercial property, and so he demanded that they return the deed with which he conveyed the property to them. The sons returned the deed, and the property owner destroyed it. A few months later, one of the twins learned that he was seriously ill and not likely to live much longer. He executed a quitclaim deed conveying "any interest I have in the commercial property conveyed to me and my brother from my father" to his daughter. The twin who conveyed the property subsequently died. Who owns the property?
191	Adam owned Blackacre. Adam entered into a written three-year lease of Blackacre with Bertha. Among other provisions, the lease prohibited Bertha from "assigning this lease, in whole or in part, and from subletting Blackacre, in whole or in part." In addition to a house, a barn, and a one-car garage, Blackacre's 30 acres included several fields where first Adam, and now Bertha, grazed sheep. During the following months, Bertha: I. By a written agreement allowed her neighbor Charles exclusive use of the garage for storage, under lock and key, of his antique Packard automobile for two years, charging him $240. II. Told her neighbor Doris that Doris could use the fields to practice her golf as long as she did not disturb Bertha's sheep. Which, if any, of Bertha's actions constituted a violation of the lease?
192	A state statute defines all murders as second degree murders unless deliberation and premeditation can be shown, in which case the crime is elevated to first degree murder. Manslaughter is defined as at common law. The defendant wanted to steal some papers from a business associate's office, and so he arranged to have a meeting with her at her office. When the associate left the room, the defendant put a knockout drug in her coffee. After she passed out from drinking the coffee, the defendant rummaged through her files, finding and stealing the papers that he wanted. Unfortunately, the defendant miscalculated the dosage, and the business associate died. The crimes below are listed in descending order of seriousness. What is the most serious offense of which the defendant can be convicted?
193	As part of a comprehensive federal aid-to-education program, Congress included the following provisions as conditions for state receipt of federal funds: (1) Whenever textbooks are provided to students without charge, they must include no religious instruction and must be made available on the same terms to students in all public and private schools accredited by the state educational authority. (2) Salary supplements can be paid to teachers in public and private schools, up to ten percent of existing salary schedules, where present compensation is less than the average salary for persons of comparable training and experience, provided that no such supplement is paid to any teacher who instructs in religious subjects. (3) Construction grants can be made toward the cost of physical plant at private colleges and universities, provided that no part of the ant is used for buildings in which instruction in religious subJect matters is offered. Federal taxpayer Allen challenges the provision that allows the distribution of free textbooks to students in a private school where religious instruction is included in the curriculum. On the question of the adequacy of Allen's standing to raise the constitutional question, the most likely result is that standing will be
194	A man owned a tract of land in fee simple. Fifteen years ago, he built a barn on five acres that he believed were part of his property. One year later, the man discovered that the five acres on which he had built his barn were not part of his property. The five acres actually belonged to a woman. The next year, the woman died, leaving all of her property to her one-year-old daughter. Now the man brings a quiet title action against the daughter. The statutory period for adverse possession in this jurisdiction is 10 years. Who will prevail?
195	A landlord leased office space to a businessman for five years, ending on November 1, reserving a yearly rent of $24,000, payable monthly. On October 1 of the fifth year, the businessman notified the landlord that he was preparing to move, but would greatly appreciate if the landlord could extend the lease for a month or two. On October 10, the landlord wrote to the businessman that she thought they could reach a satisfactory arrangement, but did not hear back from the businessman. The businessman did not vacate the office until November 20. On November 30, the landlord received a check from the businessman in the amount of $1,333 for "November's rent" and a note that he had vacated the premises. If the landlord brings an action against the businessman for additional rent, the court will rule that:
196	Amy Docent, a state college instructor, was discharged because of her refusal to comply with a state statute requiring public employees to swear or affirm that they will (1) "uphold and defend" the state and federal constitutions and (2) "oppose the overthrow" of the state or federal governments "by force, violence, or by any improper method." The statute had previously been held constitutional by the state supreme court. Docent filed a complaint in federal district court alleging the unconstitutionality of the statute and seeking an injunction and damages. Which of the following is the state's strongest argument for sustaining the validity of the statute?
197	In 1970, Oscar, owner of a 100-acre tract, prepared and duly recorded a subdivision plan called Happy Acres. The plan showed 90 one-acre lots and a ten-acre tract in the center that was designated "Future Public School." Oscar published and distributed a brochure promoting Happy Acres which emphasized the proximity of the lots to the school property and indicated potential tax savings "because the school district will not have to expend tax money to-acquire this property." There is no specific statute concerning the dedication of school sites. Oscar sold 50 of the lots to individual purchasers. Each deed referred to the recorded plan and also contained the following clause: "No mobile home shall be erected on any lot within Happy Acres." Sarah was one of the original purchasers from Oscar. In 1976, Oscar sold the remaining 40 lots and the ten-acre tract to Max by a deed which referred to the plan and contained the restriction relating to mobile homes. Max sold the 40 lots to individual purchasers and the ten-acre tract to Pete. None of the deeds from Max referred to the plan or contained any reference to mobile homes. Assume for this question only that in 1977 the school board of the district in which Happy Acres is situated has voted to erect a new school on the ten-acre tract. In an appropriate action between the school board and Pete to determine title, the result will be in favor of
198	Dawson was charged with felony murder because of his involvement in a bank robbery. The evidence at trial disclosed that Smith invited Dawson to go for a ride in his new car, and after a while asked Dawson to drive. As Smith and Dawson drove around town, Smith explained to Dawson that he planned to rob the bank and that he needed Dawson to drive the getaway car. Dawson agreed to drive to the bank and to wait outside while Smith went in to rob it. As they approached the bank, Dawson began to regret his agreement to help with the robbery. Once there, Smith got out of the car. As Smith went out of sight inside the bank, Dawson drove away and went home. Inside the bank, Smith killed a bank guard who tried to prevent him from leaving with the money. Smith ran outside and, finding that his car and Dawson were gone, ran down an alley. He was apprehended a few blocks away. Dawson later turned himself in after hearing on the radio that Smith had killed the guard. The jurisdiction has a death penalty that applies to felony murder. Consistent with the law and the Constitution, the jury may convict Dawson of
199	The federal government contracted with a number of communications utilities to install fiberoptic communication lines between major federal offices across the country. The utilities, which maintained ownership of the lines, contracted with the federal government to install the lines on a "cost plus fixed fee" basis, whereby all installation costs would be reimbursed by the government. One such line was installed in a state's capital city, where the Department of the Interior maintained its western regional office. The state imposes a tax on the installation of all communication lines in the state, including fiberoptic cable lines. It seeks to impose the tax on the line running to the federal office. Will the state be permitted to impose the tax?
200	A defendant is charged with trafficking in firearms, in violation of federal firearms control laws, as well as receiving stolen property. The charges arise from the defendant's having attempted to sell a semi-automatic weapon identified as one of dozens that were stolen from a warehouse a year ago. The defendant denies intending to sell the gun or knowing that it had been stolen. At trial, which of the following would the court be least likely to allow the prosecution to introduce as evidence against the defendant?
201	A wealthy philanthropist owned a mansion built to his exact specifications, featuring a pipe organ built into the wall of the music room. The organ was impressive, with beautiful hand-carved wood scrollwork. The accompanying bench was made from the same wood as the organ and was carved to match the patterns on the organ. The bench was fully movable and could be slid into a niche beside the organ when not in use, although the philanthropist usually left the bench in front of the organ for its matching effect, even when the organ was not being played. The philanthropist died, and his will left all of his personal property to his daughter and all of his real property to a local charity. After the will was admitted to probate, the daughter removed all of the furniture and other movables from the mansion, including the organ bench. The daughter refused the charity's request to return the bench to the mansion. If the charity brings suit against the daughter to replevy the bench, the court will rule in favor of:
202	A contractor gave the low bid for some electrical repairs to a homeowner's house. Based on this bid, the contractor and the homeowner entered into a contract stating that the contractor would perform the electrical repairs for $6,000. Before beginning work on the project, the contractor notified the homeowner that he would lose money on the job at that price, and would not proceed with the work unless the homeowner would agree to increase the price to $9,000. The homeowner thereupon, without notifying the contractor, entered into a contract with an electrician to make the repairs for $7,500, which was the fair market cost of the work to be done. The electrician finished the house on schedule and then showed the homeowner that he (the electrician) had spent $8,500 on the job. The homeowner thereupon paid the electrician the full balance of their contract price plus an additional $1,000, so that the electrician would not lose money on the job. In a contract action by the homeowner against the contractor, the homeowner will recover:
203	Acorp and Beeco are companies that each manufacture pesticide X. Their plants are located along the same river. During a specific 24-hour period, each plant discharged pesticide into the river. Both plants were operated negligently and such negligence caused the discharge of the pesticide into the river. Landesmann operated a cattle ranch downstream from the plants of Acorp and Beeco. Landesmann's cattle drank from the river and were poisoned by the pesticide. The amount of the discharge from either plant alone would not have been sufficient to cause any harm to Landesmann's cattle. If Landesmann asserts a claim against Acorp and Beeco, what, if anything, will Landesmann recover?
204	A retailer entered into a written contract with a wholesaler whereby the wholesaler agreed to sell, and the retailer agreed to buy, 100 boxes of sunglasses manufactured by a large corporation located in a neighboring city. The agreed-upon price was $75 per box. Two weeks before the specified delivery date, the wholesaler told the retailer that it would not be able to fill its order, because of unexpected high demand for sunglasses this season. Although the retailer learned that the needed quantity of the same brand of sunglasses could be shipped within two days for $83 per box from a supplier in another area, the retailer instead purchased 100 boxes of the sunglasses locally at a cost of $90 per box. These sunglasses were of a slightly higher quality than the sunglasses that were originally contracted for. A few days before the original delivery date, the wholesaler notified the retailer that it would fill the order, and tendered 100 boxes of the sunglasses on the date of delivery. However, the retailer refused to accept them. At that time, the wholesale market price of the sunglasses had declined to $80 per box. If the retailer sues the wholesaler for damages based on the wholesaler's alleged breach, the retailer is likely to recover:
205	A state legislature revised its tax laws to reclassify inherited money as "income," making it subject to the state's high income tax. The legislation was exceedingly complicated and difficult for laypersons, or even trained professionals, to comprehend. Additionally, a provision stated: "Any person who knowingly fails to declare as income any monies received during a tax year shall be guilty of a felony." During the first tax year in which the new tax law was in effect, a woman inherited $3,500 from her uncle. When the woman received her tax forms, she was confused because of all the complicated computation schedules and fine print. The State Department of Revenue had planned to include a supplemental booklet explaining the new law along with the tax forms. However, a computer glitch caused the booklet not to be included in the mailings. The woman called her attorney and asked him if the inherited money needed to be included on her income tax return. The attorney assured her that the income tax applied only to earned income, interest, and dividends. The woman also called the regional branch of the State Department of Revenue. The telephone operator transferred her call to a part-time intern in the revenue department, who, after explaining who he was, told the woman that inherited funds were not "income" for purposes of the income tax. The woman filed her state income tax return, but did not declare the $3,500 inherited from her uncle. If the woman is subsequently charged with a felony pursuant to the statute quoted above, which of the following represents the woman's best defense?
206	Although they were never legally married, a couple had lived together for many years and had held themselves out to be husband and wife. They were driving through a sparsely populated area of a state when the wife complained to the husband of severe pains in her abdominal area. She asked her husband to stop in the next city to have a doctor at the city's hospital examine her. After the city, the next town was more than 100 miles away. Thinking that the wife's condition was not serious, and because it was getting to be late in the afternoon and the husband had a reservation at the inn in the town that would be automatically canceled if they did not arrive before 6 p.m., he refused to stop at the city and drove on toward the town. In fact, the wife was suffering from an attack of acute appendicitis. Her appendix burst before they reached the town, and she was on the point of expiring when the husband arrived at the town's clinic. A nurse attended to the wife and called a doctor, the only physician in the county, and he arrived 30 minutes later. The doctor negligently concluded that it was too late to save the wife's life, and she died two hours later. The autopsy also revealed that the wife had a fatal form of cancer that would have caused her death in a few months. After a coroner's inquest into the death of the wife, the husband was charged with murder. Which of the following is most beneficial to the husband's defense in a jurisdiction that follows the common law as to homicide crimes?
207	Peter was rowing a boat on a mountain lake when a storm suddenly arose. Fearful that the boat might sink, Peter rowed to a boat dock on shore and tied the boat to the dock. The shore property and dock were the private property of Owner. While the boat was tied at the dock, Owner came down and ordered Peter to remove the boat, because the action of the waves was causing the boat to rub against a bumper on the dock. When Peter refused, Owner untied the boat and cast it adrift. The boat sank. Peter was wearing a pair of swimming trunks nothing else. He had a pair of shoes and a parka in the boat, but they were lost when Owner set it adrift. Peter was staying at a cabin one mile from Owner's property. The only land routes back were a short rocky trail that was dangerous during the storm, and a 15-mile road around the lake. The storm continued with heavy rain and hail, and Peter having informed Owner of the location of his cabin, asked Owner to take him back there in Owner's car. Owner said, " You got here by yourself and you'll have to get back home yourself." After one hour the storm stopped, and Peter walked home over the trail. If Peter asserts a claim against Owner for loss of the boat, the most likely result is that Owner will
208	A landowner contracted in writing to sell a lot to a brother and a sister, as joint tenants, for $60,000. The brother and the sister put up $6,000 as earnest money. Before the closing date, the landowner died. Shortly thereafter, and also before the closing date, a garage on the lot burned down. The garage had a fair market value of $6,500 and was a complete loss. After the fire, the brother demanded that the executor of the landowner's estate return the $6,000, because the brother and sister were no longer interested in the property. The executor refused and told the brother that he expected the brother and sister to tender the $54,000 due on the property when the closing date arrived. The brother and sister did not do so. The brother filed suit demanding a refund of the $6,000. The executor countersued, demanding specific performance by the brother and sister or, in the alternative, monetary damages. Absent any applicable statutes, how should the court rule?
209	Adam entered into a valid written contract to sell Blackacre, a large tract of land, to Betsy. At that time, Blackacre was owned by Adam's father, Fred; Adam had no title to Blackacre and was not the agent of Fred. After the contract was executed and before the scheduled closing date, Fred died intestate, leaving Adam as his sole heir. Shortly thereafter, Adam received an offer for Blackacre that was substantially higher than the purchase price in the contract with Betsy. Adam refused to close with Betsy although she was ready, willing, and able to close pursuant to the contract. Betsy brought an appropriate action for specific performance against Adam. In that action, Betsy should be awarded
210	A student purchased a chemistry set from the manufacturer through its website. The set contained printed warnings instructing users to mix the chemicals only according to the formulas provided. Nevertheless, the student combined a variety of chemicals in an attempt to make an adhesive remover. The chemicals he mixed generated toxic fumes, which caused him to suffer lung damage. The student brought a strict liability action against the manufacturer. If the manufacturer prevails, it will be because:
211	While driving at a speed in excess of the statutory limit, Dant negligently collided with another car, and the disabled vehicles blocked two of the highway's three northbound lanes. When Page approached the scene two minutes later, he slowed his car to see if he could help those involved in the collision. As he slowed, he was rear-ended by a vehicle driven by Thomas. Page, who sustained damage to his car and was seriously injured, brought an action against Dant to recover damages. The jurisdiction adheres to the traditional common-law rules pertaining to contributory negligence. If Dant moves to dismiss the action for failure to state a claim upon which relief may be granted, should the motion be granted?
212	A man and a woman lived together for many years but never got married. Although the state in which they reside does not recognize common law marriage, it has statutes that prohibit discrimination on the basis of marital status. The man and the woman purchased a large property, taking title as joint tenants. Subsequently, the woman accumulated a $20,000 debt. She was too embarrassed to tell the man but was able to convince a bank to hold a mortgage on the property in exchange for the money. The bank was also willing to accept the woman's signature alone, and the man never learned about the mortgage. Two years later, the woman died without having paid off the mortgage. She left no will, and her only heir at law is her sister. The state in which the property is located is a "lien theory" mortgage state. Who has title to the property?
213	A businessman entered into a contract to sell his office complex to a purchaser for $1 million. The purchaser paid the businessman $100,000 in earnest money. The day before the date set for closing, the purchaser died intestate, leaving her niece as her only heir. The niece showed up at the closing with a certified check for $900,000. Which of the following is correct?
214	A candidate for a state legislature brought an action under the Fourteenth Amendment against a privately owned cab company to compel the company to accept his political advertisements on its vehicles. The cab company is licensed by a rural county within the state in which the candidate is running. As part of its taxi business, the cab company uses pickup trucks to ferry its largely rural-based customers and the agriculturally related items they often carry around. The company sells space on the wooden slats surrounding the bed of each pickup truck to commercial advertisers, but it refuses to carry any political advertising. Which of the following is the strongest justification for the trial court's denying the candidate any relief?
215	David entered the county museum at a time when it was open to the public, intending to steal a Picasso etching. Once inside, he took what he thought was the etching from an unlocked display case and concealed it under his coat. However, the etching was a photocopy of an original that had been loaned to another museum. A sign over the display case containing the photocopy said that similar photocopies were available free at the entrance. David did not see the sign. Burglary in the jurisdiction is defined as "entering a building unlawfully with the intent to commit a crime." David is guilty of
216	A statute of the state of Texona prohibits any retailer of books, magazines, pictures, or posters from "publicly displaying or selling to any person any material that may be harmful to minors because of the violent or sexually explicit nature of its pictorial content." Violation of this statute is a misdemeanor. Corner Store displays publicly and sells magazines containing violent and sexually explicit pictures. The owner of this store is prosecuted under the above statute for these actions. In defending against this prosecution in a Texona trial court, the argument that would be the best defense for Corner Store is that the statute violates the
217	A wholesale seller of turquoise received a fax from a retail seller of Indian jewelry, a long-time customer, which read: "Send 200 16-inch strands of Kingman turquoise beads at your usual price of $45 per strand." The wholesaler faxed the customer back a confirmation, promising to ship the strands within 10 days. However, the wholesaler currently had no strands in stock and so began making phone calls to locate them in sufficient quantity. Ultimately, he secured the strands of beads. However, before he could ship the beads to the retailer, he received another fax from the retailer canceling the order without explanation. The wholesaler immediately set out to find another buyer for the beads, but found that Kingman turquoise had fallen out of favor. Consequently, the wholesaler was forced to sell the strands of beads at a "salvage" price of $4,000. If the wholesaler sues the retailer for damages, how much should he receive?
218	A landowner owned a large parcel of land in a rural area. He built his home on the northern half of the property, and developed a large orchard of fruit trees on the southern portion. A county road ran in front of the northern portion. To service his orchard, the landowner built a driveway directly from the county road across the northern portion of the property to the orchard. To provide electricity to his house, the landowner ran an overhead power line across the orchard property to hook up to the only available electric power pole located on the far southern side of the property. Subsequently, the landowner conveyed the northern parcel to his brother and the southern parcel to his daughter, who said that she did not mind having the power line on the property. Recently, the brother has begun parking his car on the driveway, thus blocking the daughter's access to the southern parcel. Finding no recorded document granting an easement for the power line, the daughter has decided to remove it. If the brother is successful in preventing the daughter from removing the power line, it will be because:
219	A homeowner borrowed $50,000 from a bank, secured by a mortgage on his home. Shortly thereafter, the homeowner sold his home to a buyer for $70,000 by a deed containing a recital signed by both parties that title passed "subject to" the bank's mortgage, "which obligation grantee expressly assumes." The buyer paid the homeowner $20,000, took possession of the house, and began making monthly payments of principal and interest to the bank. A few years later, a chemical manufacturing firm built a huge sulfur processing plant just down the road from the home, which caused the house to immediately decline in value to $35,000. Subsequently, the buyer stopped making the monthly payments to the bank. The bank exercised its contractual right of nonjudicial foreclosure and sold the house at a public auction for $34,000. The bank then brought suit against the homeowner and the buyer for $14,000, the difference between the proceeds of the foreclosure sale and the $48,000 principal remaining due on the original loan to the homeowner. The jurisdiction does not bar deficiency judgments. The bank should be granted a judgment for $14,000 against:
220	A franchised United States dealer of a very popular German car contracted with a doctor to sell him the car for $29,000 cash, the sale to be consummated after delivery to the dealer of the car, which the dealer ordered from the manufacturer specifically for the doctor. The average retail markup in such sales is 30%. The signed retail contractual document was a form drafted by the dealer's lawyer, and the doctor did not question or object to any of its terms. When the car arrived from Germany, the doctor repudiated the contract. The dealer at once sold the car for $29,000 cash to another buyer, for whom the dealer had also ordered from the manufacturer a car identical to the doctor's. In an action against the doctor for breach of contract, the dealer will probably recover:
221	A music show promoter was handing out leaflets at a county fair, advertising a commercial country and western music concert scheduled at the fairgrounds two weeks after the county fair was due to end. The fair manager approached the promoter and politely asked him to stop distributing leaflets because it was in contravention of the fair's rules. The promoter refused to stop, and the manager summoned a county police officer. In the officer's presence, the manager again told the promoter to stop handing out the leaflets. The promoter ignored the manager again and continued to hand out leaflets, at which point he was arrested for criminal trespass and charged in municipal court. At trial, the promoter defended against the charges by claiming a violation of his First Amendment rights. Which of the following, if true, is most damaging to the promoter's First Amendment claims?
222	A defendant is on trial for aggravated assault. The defendant claims that he was merely a bystander and that another person was the actual aggressor. The defendant calls a witness to testify that the defendant has a reputation for being a "good and loving person who would never hurt anyone." The trial judge should rule the testimony:
223	Traveler was a passenger on a commercial aircraft owned and operated by Airline. The aircraft crashed into a mountain, killing everyone on board. The flying weather was good. Traveler's legal representative brought a wrongful death action against Airline. At trial, the legal representative offered no expert or other testimony as to the cause of the crash. On Airline's motion to dismiss at the conclusion of the legal representative's case, the court should
